train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,f1_score
1,1,243400,5,1,131210,5,2,188720,0.8356
1,1,243400,5,1,131210,5,3,185380,0.8790
1,1,243400,5,1,131210,6,1,241880,0.8352
1,1,243400,5,1,131210,6,2,164810,0.8325
1,1,243400,5,1,131210,6,3,266820,0.8573
1,1,243400,5,1,131210,7,1,269500,0.8644
1,1,243400,5,1,131210,7,2,278840,0.8656
1,1,243400,5,1,131210,7,3,274760,0.8904
1,1,243400,5,1,131210,8,1,170430,0.8554
1,1,243400,5,1,131210,8,2,89370,0.7872
1,1,243400,5,1,131210,8,3,142120,0.8134
1,1,243400,5,2,188720,1,1,243400,0.9557
1,1,243400,5,2,188720,1,2,223010,0.9075
1,1,243400,5,2,188720,1,3,181870,0.8902
1,1,243400,5,2,188720,2,1,210550,0.6850
1,1,243400,5,2,188720,2,2,251930,0.6489
1,1,243400,5,2,188720,2,3,223700,0.5837
1,1,243400,5,2,188720,3,1,110320,0.8734
1,1,243400,5,2,188720,3,2,122580,0.9013
1,1,243400,5,2,188720,3,3,112370,0.9167
1,1,243400,5,2,188720,4,1,222600,0.8194
1,1,243400,5,2,188720,4,2,267800,0.7991
1,1,243400,5,2,188720,4,3,271990,0.7880
1,1,243400,5,2,188720,5,1,131210,0.8434
1,1,243400,5,2,188720,5,2,188720,0.9034
1,1,243400,5,2,188720,5,3,185380,0.8666
1,1,243400,5,2,188720,6,1,241880,0.8216
1,1,243400,5,2,188720,6,2,164810,0.8051
1,1,243400,5,2,188720,6,3,266820,0.8406
1,1,243400,5,2,188720,7,1,269500,0.8866
1,1,243400,5,2,188720,7,2,278840,0.8903
1,1,243400,5,2,188720,7,3,274760,0.9043
1,1,243400,5,2,188720,8,1,170430,0.7556
1,1,243400,5,2,188720,8,2,89370,0.6978
1,1,243400,5,2,188720,8,3,142120,0.7392
1,1,243400,5,3,185380,1,1,243400,1.0000
1,1,243400,5,3,185380,1,2,223010,0.9472
1,1,243400,5,3,185380,1,3,181870,0.9354
1,1,243400,5,3,185380,2,1,210550,0.7897
1,1,243400,5,3,185380,2,2,251930,0.8009
1,1,243400,5,3,185380,2,3,223700,0.7123
1,1,243400,5,3,185380,3,1,110320,0.9085
1,1,243400,5,3,185380,3,2,122580,0.9447
1,1,243400,5,3,185380,3,3,112370,0.9337
1,1,243400,5,3,185380,4,1,222600,0.8211
1,1,243400,5,3,185380,4,2,267800,0.8272
1,1,243400,5,3,185380,4,3,271990,0.8111
1,1,243400,5,3,185380,5,1,131210,0.8425
1,1,243400,5,3,185380,5,2,188720,0.8384
1,1,243400,5,3,185380,5,3,185380,0.8757
1,1,243400,5,3,185380,6,1,241880,0.8490
1,1,243400,5,3,185380,6,2,164810,0.8388
1,1,243400,5,3,185380,6,3,266820,0.8513
1,1,243400,5,3,185380,7,1,269500,0.8609
1,1,243400,5,3,185380,7,2,278840,0.9030
1,1,243400,5,3,185380,7,3,274760,0.8848
1,1,243400,5,3,185380,8,1,170430,0.8506
1,1,243400,5,3,185380,8,2,89370,0.8092
1,1,243400,5,3,185380,8,3,142120,0.8166
1,1,243400,6,1,241880,1,1,243400,0.9917
1,1,243400,6,1,241880,1,2,223010,0.9213
1,1,243400,6,1,241880,1,3,181870,0.9328
1,1,243400,6,1,241880,2,1,210550,0.7754
1,1,243400,6,1,241880,2,2,251930,0.7600
1,1,243400,6,1,241880,2,3,223700,0.7070
1,1,243400,6,1,241880,3,1,110320,0.8898
1,1,243400,6,1,241880,3,2,122580,0.9259
1,1,243400,6,1,241880,3,3,112370,0.9336
1,1,243400,6,1,241880,4,1,222600,0.8249
1,1,243400,6,1,241880,4,2,267800,0.8178
1,1,243400,6,1,241880,4,3,271990,0.8075
1,1,243400,6,1,241880,5,1,131210,0.8338
1,1,243400,6,1,241880,5,2,188720,0.8356
1,1,243400,6,1,241880,5,3,185380,0.8798
1,1,243400,6,1,241880,6,1,241880,0.8527
1,1,243400,6,1,241880,6,2,164810,0.8191
1,1,243400,6,1,241880,6,3,266820,0.8715
1,1,243400,6,1,241880,7,1,269500,0.8930
1,1,243400,6,1,241880,7,2,278840,0.8944
1,1,243400,6,1,241880,7,3,274760,0.9100
1,1,243400,6,1,241880,8,1,170430,0.8418
1,1,243400,6,1,241880,8,2,89370,0.7696
1,1,243400,6,1,241880,8,3,142120,0.8038
1,1,243400,6,2,164810,1,1,243400,1.0000
1,1,243400,6,2,164810,1,2,223010,0.9444
1,1,243400,6,2,164810,1,3,181870,0.9327
1,1,243400,6,2,164810,2,1,210550,0.7870
1,1,243400,6,2,164810,2,2,251930,0.7984
1,1,243400,6,2,164810,2,3,223700,0.7289
1,1,243400,6,2,164810,3,1,110320,0.9058
1,1,243400,6,2,164810,3,2,122580,0.9420
1,1,243400,6,2,164810,3,3,112370,0.9253
1,1,243400,6,2,164810,4,1,222600,0.8238
1,1,243400,6,2,164810,4,2,267800,0.8325
1,1,243400,6,2,164810,4,3,271990,0.8130
1,1,243400,6,2,164810,5,1,131210,0.8365
1,1,243400,6,2,164810,5,2,188720,0.8352
1,1,243400,6,2,164810,5,3,185380,0.8613
1,1,243400,6,2,164810,6,1,241880,0.8417
1,1,243400,6,2,164810,6,2,164810,0.8677
1,1,243400,6,2,164810,6,3,266820,0.8535
1,1,243400,6,2,164810,7,1,269500,0.8614
1,1,243400,6,2,164810,7,2,278840,0.8953
1,1,243400,6,2,164810,7,3,274760,0.8797
1,1,243400,6,2,164810,8,1,170430,0.8448
1,1,243400,6,2,164810,8,2,89370,0.8086
1,1,243400,6,2,164810,8,3,142120,0.8171
1,1,243400,6,3,266820,1,1,243400,1.0000
1,1,243400,6,3,266820,1,2,223010,0.9472
1,1,243400,6,3,266820,1,3,181870,0.9382
1,1,243400,6,3,266820,2,1,210550,0.7870
1,1,243400,6,3,266820,2,2,251930,0.7954
1,1,243400,6,3,266820,2,3,223700,0.7207
1,1,243400,6,3,266820,3,1,110320,0.9107
1,1,243400,6,3,266820,3,2,122580,0.9447
1,1,243400,6,3,266820,3,3,112370,0.9336
1,1,243400,6,3,266820,4,1,222600,0.8204
1,1,243400,6,3,266820,4,2,267800,0.8305
1,1,243400,6,3,266820,4,3,271990,0.8143
1,1,243400,6,3,266820,5,1,131210,0.8402
1,1,243400,6,3,266820,5,2,188720,0.8347
1,1,243400,6,3,266820,5,3,185380,0.8735
1,1,243400,6,3,266820,6,1,241880,0.8509
1,1,243400,6,3,266820,6,2,164810,0.8462
1,1,243400,6,3,266820,6,3,266820,0.8760
1,1,243400,6,3,266820,7,1,269500,0.8560
1,1,243400,6,3,266820,7,2,278840,0.9032
1,1,243400,6,3,266820,7,3,274760,0.8848
1,1,243400,6,3,266820,8,1,170430,0.8560
1,1,243400,6,3,266820,8,2,89370,0.8082
1,1,243400,6,3,266820,8,3,142120,0.8165
1,1,243400,7,1,269500,1,1,243400,0.9945
1,1,243400,7,1,269500,1,2,223010,0.9185
1,1,243400,7,1,269500,1,3,181870,0.9272
1,1,243400,7,1,269500,2,1,210550,0.7754
1,1,243400,7,1,269500,2,2,251930,0.7629
1,1,243400,7,1,269500,2,3,223700,0.7154
1,1,243400,7,1,269500,3,1,110320,0.8898
1,1,243400,7,1,269500,3,2,122580,0.9288
1,1,243400,7,1,269500,3,3,112370,0.9310
1,1,243400,7,1,269500,4,1,222600,0.8197
1,1,243400,7,1,269500,4,2,267800,0.8254
1,1,243400,7,1,269500,4,3,271990,0.8127
1,1,243400,7,1,269500,5,1,131210,0.8318
1,1,243400,7,1,269500,5,2,188720,0.8470
1,1,243400,7,1,269500,5,3,185380,0.8731
1,1,243400,7,1,269500,6,1,241880,0.8509
1,1,243400,7,1,269500,6,2,164810,0.8163
1,1,243400,7,1,269500,6,3,266820,0.8598
1,1,243400,7,1,269500,7,1,269500,0.8981
1,1,243400,7,1,269500,7,2,278840,0.8945
1,1,243400,7,1,269500,7,3,274760,0.9074
1,1,243400,7,1,269500,8,1,170430,0.8565
1,1,243400,7,1,269500,8,2,89370,0.7933
1,1,243400,7,1,269500,8,3,142120,0.8185
1,1,243400,7,2,278840,1,1,243400,1.0000
1,1,243400,7,2,278840,1,2,223010,0.9501
1,1,243400,7,2,278840,1,3,181870,0.9353
1,1,243400,7,2,278840,2,1,210550,0.7870
1,1,243400,7,2,278840,2,2,251930,0.7951
1,1,243400,7,2,278840,2,3,223700,0.7210
1,1,243400,7,2,278840,3,1,110320,0.9135
1,1,243400,7,2,278840,3,2,122580,0.9449
1,1,243400,7,2,278840,3,3,112370,0.9337
1,1,243400,7,2,278840,4,1,222600,0.8204
1,1,243400,7,2,278840,4,2,267800,0.8305
1,1,243400,7,2,278840,4,3,271990,0.8113
1,1,243400,7,2,278840,5,1,131210,0.8432
1,1,243400,7,2,278840,5,2,188720,0.8396
1,1,243400,7,2,278840,5,3,185380,0.8735
1,1,243400,7,2,278840,6,1,241880,0.8490
1,1,243400,7,2,278840,6,2,164810,0.8567
1,1,243400,7,2,278840,6,3,266820,0.8621
1,1,243400,7,2,278840,7,1,269500,0.8536
1,1,243400,7,2,278840,7,2,278840,0.9059
1,1,243400,7,2,278840,7,3,274760,0.8848
1,1,243400,7,2,278840,8,1,170430,0.8506
1,1,243400,7,2,278840,8,2,89370,0.8079
1,1,243400,7,2,278840,8,3,142120,0.8108
1,1,243400,7,3,274760,1,1,243400,0.9695
1,1,243400,7,3,274760,1,2,223010,0.8989
1,1,243400,7,3,274760,1,3,181870,0.9184
1,1,243400,7,3,274760,2,1,210550,0.7293
1,1,243400,7,3,274760,2,2,251930,0.6754
1,1,243400,7,3,274760,2,3,223700,0.6200
1,1,243400,7,3,274760,3,1,110320,0.8794
1,1,243400,7,3,274760,3,2,122580,0.8978
1,1,243400,7,3,274760,3,3,112370,0.9221
1,1,243400,7,3,274760,4,1,222600,0.8284
1,1,243400,7,3,274760,4,2,267800,0.8193
1,1,243400,7,3,274760,4,3,271990,0.7898
1,1,243400,7,3,274760,5,1,131210,0.8447
1,1,243400,7,3,274760,5,2,188720,0.9019
1,1,243400,7,3,274760,5,3,185380,0.8584
1,1,243400,7,3,274760,6,1,241880,0.8505
1,1,243400,7,3,274760,6,2,164810,0.8246
1,1,243400,7,3,274760,6,3,266820,0.8552
1,1,243400,7,3,274760,7,1,269500,0.8637
1,1,243400,7,3,274760,7,2,278840,0.8728
1,1,243400,7,3,274760,7,3,274760,0.9157
1,1,243400,7,3,274760,8,1,170430,0.7624
1,1,243400,7,3,274760,8,2,89370,0.7112
1,1,243400,7,3,274760,8,3,142120,0.7921
1,1,243400,8,1,170430,1,1,243400,1.0000
1,1,243400,8,1,170430,1,2,223010,0.9414
1,1,243400,8,1,170430,1,3,181870,0.9409
1,1,243400,8,1,170430,2,1,210550,0.7838
1,1,243400,8,1,170430,2,2,251930,0.7892
1,1,243400,8,1,170430,2,3,223700,0.7210
1,1,243400,8,1,170430,3,1,110320,0.9084
1,1,243400,8,1,170430,3,2,122580,0.9313
1,1,243400,8,1,170430,3,3,112370,0.9171
1,1,243400,8,1,170430,4,1,222600,0.8192
1,1,243400,8,1,170430,4,2,267800,0.8173
1,1,243400,8,1,170430,4,3,271990,0.8083
1,1,243400,8,1,170430,5,1,131210,0.8386
1,1,243400,8,1,170430,5,2,188720,0.8417
1,1,243400,8,1,170430,5,3,185380,0.8705
1,1,243400,8,1,170430,6,1,241880,0.8402
1,1,243400,8,1,170430,6,2,164810,0.8381
1,1,243400,8,1,170430,6,3,266820,0.8608
1,1,243400,8,1,170430,7,1,269500,0.8717
1,1,243400,8,1,170430,7,2,278840,0.8756
1,1,243400,8,1,170430,7,3,274760,0.8931
1,1,243400,8,1,170430,8,1,170430,0.8610
1,1,243400,8,1,170430,8,2,89370,0.8019
1,1,243400,8,1,170430,8,3,142120,0.8104
1,1,243400,8,2,89370,1,1,243400,1.0000
