train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,multi_error
1,1,243400,5,1,130490,5,3,185380,0.1479
1,1,243400,5,1,130490,6,1,241880,0.1361
1,1,243400,5,1,130490,6,2,164810,0.1659
1,1,243400,5,1,130490,6,3,266820,0.1271
1,1,243400,5,1,130490,7,1,269500,0.0994
1,1,243400,5,1,130490,7,2,278840,0.1195
1,1,243400,5,1,130490,7,3,274760,0.0992
1,1,243400,5,1,130490,8,1,170430,0.1582
1,1,243400,5,1,130490,8,2,89370,0.1659
1,1,243400,5,1,130490,8,3,142120,0.1555
1,1,243400,5,2,188720,1,1,243400,0.0388
1,1,243400,5,2,188720,1,2,223010,0.0747
1,1,243400,5,2,188720,1,3,181870,0.0800
1,1,243400,5,2,188720,2,1,210550,0.1651
1,1,243400,5,2,188720,2,2,251930,0.1626
1,1,243400,5,2,188720,2,3,223700,0.1864
1,1,243400,5,2,188720,3,1,110320,0.1381
1,1,243400,5,2,188720,3,2,122580,0.0882
1,1,243400,5,2,188720,3,3,112370,0.0880
1,1,243400,5,2,188720,4,1,222600,0.2572
1,1,243400,5,2,188720,4,2,267800,0.1854
1,1,243400,5,2,188720,4,3,271990,0.1987
1,1,243400,5,2,188720,5,1,130490,0.1744
1,1,243400,5,2,188720,5,2,188720,0.1414
1,1,243400,5,2,188720,5,3,185380,0.1479
1,1,243400,5,2,188720,6,1,241880,0.1361
1,1,243400,5,2,188720,6,2,164810,0.1659
1,1,243400,5,2,188720,6,3,266820,0.1271
1,1,243400,5,2,188720,7,1,269500,0.0994
1,1,243400,5,2,188720,7,2,278840,0.1195
1,1,243400,5,2,188720,7,3,274760,0.0992
1,1,243400,5,2,188720,8,1,170430,0.1582
1,1,243400,5,2,188720,8,2,89370,0.1659
1,1,243400,5,2,188720,8,3,142120,0.1555
1,1,243400,5,3,185380,1,1,243400,0.0388
1,1,243400,5,3,185380,1,2,223010,0.0747
1,1,243400,5,3,185380,1,3,181870,0.0800
1,1,243400,5,3,185380,2,1,210550,0.1651
1,1,243400,5,3,185380,2,2,251930,0.1626
1,1,243400,5,3,185380,2,3,223700,0.1864
1,1,243400,5,3,185380,3,1,110320,0.1381
1,1,243400,5,3,185380,3,2,122580,0.0882
1,1,243400,5,3,185380,3,3,112370,0.0880
1,1,243400,5,3,185380,4,1,222600,0.2572
1,1,243400,5,3,185380,4,2,267800,0.1854
1,1,243400,5,3,185380,4,3,271990,0.1987
1,1,243400,5,3,185380,5,1,130490,0.1744
1,1,243400,5,3,185380,5,2,188720,0.1414
1,1,243400,5,3,185380,5,3,185380,0.1479
1,1,243400,5,3,185380,6,1,241880,0.1361
